,城市,链接,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,别墅类型
84,沈阳,https://sy.lianjia.com/ershoufang/102106250036.html,3室1厅1厨1卫,中楼层 (共5层),68.91㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,集中供暖,暂无数据,2022-12-08,商品房,1999-03-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
85,沈阳,https://sy.lianjia.com/ershoufang/102106250210.html,2室2厅1厨1卫,低楼层 (共33层),99㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-12-08,商品房,2020-08-18,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
86,沈阳,https://sy.lianjia.com/ershoufang/102106219852.html,3室2厅1厨2卫,低楼层 (共18层),125.52㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,两梯两户,集中供暖,有,2022-11-21,商品房,2015-12-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
87,沈阳,https://sy.lianjia.com/ershoufang/102106235034.html,2室1厅1厨1卫,低楼层 (共33层),91.28㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,集中供暖,有,2022-11-30,商品房,2015-10-20,普通住宅,满五年,共有,"
                                有抵押 20万元 工商银行 客户偿还
                              ",已上传房本照片,
88,沈阳,https://sy.lianjia.com/ershoufang/102106235784.html,3室2厅1厨2卫,低楼层 (共30层),115㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯十二户,集中供暖,有,2022-11-30,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,
89,沈阳,https://sy.lianjia.com/ershoufang/102106235007.html,3室2厅1厨2卫,低楼层 (共9层),119.73㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-30,商品房,2019-10-31,普通住宅,暂无数据,共有,"
                                有抵押 50万元 农业银行 业主自还
                              ",已上传房本照片,
90,沈阳,https://sy.lianjia.com/ershoufang/102106232994.html,2室1厅1厨1卫,低楼层 (共6层),67.26㎡,平层,暂无数据,板楼,南 西 北,钢混结构,简装,一梯三户,集中供暖,无,2022-11-28,商品房,2018-07-13,普通住宅,暂无数据,非共有,"
                                有抵押 18万元 业主自还
                              ",已上传房本照片,
91,沈阳,https://sy.lianjia.com/ershoufang/102106218182.html,3室1厅1厨1卫,低楼层 (共33层),114.6㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-11-20,商品房,2015-11-23,普通住宅,满五年,非共有,"
                                有抵押 38万元 中国银行 客户偿还
                              ",已上传房本照片,
92,沈阳,https://sy.lianjia.com/ershoufang/102106241601.html,2室2厅1厨1卫,中楼层 (共33层),88.25㎡,平层,62.41㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-12-04,商品房,2018-03-08,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
93,沈阳,https://sy.lianjia.com/ershoufang/102106232478.html,3室2厅1厨1卫,高楼层 (共34层),105.1㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-11-27,商品房,2019-04-28,普通住宅,暂无数据,共有,"
                                有抵押
                              ",已上传房本照片,
94,沈阳,https://sy.lianjia.com/ershoufang/102106234468.html,2室2厅1厨1卫,低楼层 (共33层),91.51㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-29,商品房,2020-09-15,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
95,沈阳,https://sy.lianjia.com/ershoufang/102106237323.html,2室2厅1厨1卫,中楼层 (共7层),105.4㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2022-12-01,商品房,2009-04-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
96,沈阳,https://sy.lianjia.com/ershoufang/102106232410.html,2室1厅1厨1卫,低楼层 (共25层),77.48㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-27,商品房,2018-07-28,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
97,沈阳,https://sy.lianjia.com/ershoufang/102106238144.html,2室2厅1厨1卫,中楼层 (共33层),83.1㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-12-02,商品房,2020-07-19,普通住宅,暂无数据,非共有,"
                                有抵押 110万元 广发银行 客户偿还
                              ",已上传房本照片,
98,沈阳,https://sy.lianjia.com/ershoufang/102106226038.html,3室2厅1厨2卫,中楼层 (共25层),104.81㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-23,商品房,2019-11-26,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
99,沈阳,https://sy.lianjia.com/ershoufang/102106230284.html,4室2厅1厨2卫,高楼层 (共24层),186.28㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-11-25,商品房,2016-04-28,普通住宅,满五年,非共有,"
                                有抵押 28万元
                              ",已上传房本照片,
100,沈阳,https://sy.lianjia.com/ershoufang/102106240682.html,3室1厅1厨2卫,中楼层 (共31层),120.22㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-12-03,商品房,2020-11-26,普通住宅,暂无数据,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,
101,沈阳,https://sy.lianjia.com/ershoufang/102106244216.html,3室1厅1厨1卫,中楼层 (共24层),116.16㎡,平层,暂无数据,板塔结合,东 西,钢混结构,精装,两梯六户,集中供暖,有,2022-12-05,商品房,2016-12-02,普通住宅,满五年,非共有,"
                                有抵押 24.7万元 客户偿还
                              ",已上传房本照片,
102,沈阳,https://sy.lianjia.com/ershoufang/102106252001.html,3室2厅1厨1卫,高楼层 (共6层),136㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-12-09,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,
103,沈阳,https://sy.lianjia.com/ershoufang/102105401496.html,4室2厅1厨2卫,中楼层 (共32层),182.99㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-03-09,商品房,2016-08-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
104,沈阳,https://sy.lianjia.com/ershoufang/102105174288.html,4室3厅1厨3卫,中楼层 (共5层),208.17㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2021-12-16,商品房,2017-07-21,普通住宅,满五年,非共有,"
                                有抵押 120万元 银行 客户偿还
                              ",已上传房本照片,
105,沈阳,https://sy.lianjia.com/ershoufang/102106071024.html,3室2厅1厨2卫,中楼层 (共30层),127.92㎡,平层,暂无数据,板楼,东 南,钢混结构,精装,两梯四户,集中供暖,有,2022-10-04,商品房,2013-05-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
106,沈阳,https://sy.lianjia.com/ershoufang/102106104169.html,3室2厅1厨2卫,中楼层 (共34层),144.72㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-10-13,商品房,2020-08-12,普通住宅,暂无数据,共有,"
                                有抵押 40万元 业主自还
                              ",已上传房本照片,
107,沈阳,https://sy.lianjia.com/ershoufang/102105864333.html,4室4厅1厨3卫,高楼层 (共11层),271.39㎡,跃层,暂无数据,塔楼,南 北,钢混结构,精装,五梯两户,集中供暖,有,2022-08-04,商品房,2018-11-12,普通住宅,暂无数据,非共有,"
                                有抵押 160万元 客户偿还
                              ",已上传房本照片,
108,沈阳,https://sy.lianjia.com/ershoufang/102105588877.html,4室2厅1厨2卫,高楼层 (共33层),151.85㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-05-24,商品房,2015-07-24,普通住宅,满五年,共有,"
                                有抵押 30万元 建设银行 客户偿还
                              ",已上传房本照片,
109,沈阳,https://sy.lianjia.com/ershoufang/102105572181.html,5室2厅1厨3卫,低楼层 (共2层),210.06㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,一梯一户,集中供暖,暂无数据,2022-05-20,商品房,2011-04-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
110,沈阳,https://sy.lianjia.com/ershoufang/102104381896.html,3室1厅1厨3卫,低楼层 (共6层),116.87㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,2021-05-26,商品房,2015-12-22,普通住宅,满五年,非共有,"
                                有抵押 40万元 邮政 客户偿还
                              ",已上传房本照片,
111,沈阳,https://sy.lianjia.com/ershoufang/102105514439.html,4室2厅1厨4卫,低楼层 (共3层),264.84㎡,,暂无数据,,南 北,未知结构,精装,,暂无数据,,2022-05-04,商品房,2011-07-11,别墅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,暂无数据
112,沈阳,https://sy.lianjia.com/ershoufang/102106191107.html,4室2厅1厨2卫,高楼层 (共5层),112.67㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-10,商品房,2020-07-09,普通住宅,暂无数据,非共有,"
                                有抵押 38万元 光大 业主自还
                              ",已上传房本照片,
113,沈阳,https://sy.lianjia.com/ershoufang/102105844774.html,4室2厅1厨2卫,高楼层 (共33层),136.58㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-07-29,商品房,2011-09-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
114,沈阳,https://sy.lianjia.com/ershoufang/102106239128.html,2室1厅1厨1卫,高楼层 (共19层),77.56㎡,平层,暂无数据,板楼,南 西,钢混结构,精装,一梯三户,集中供暖,有,2022-12-02,商品房,2018-01-06,普通住宅,暂无数据,共有,"
                                有抵押 金融公司垫资
                              ",已上传房本照片,
115,沈阳,https://sy.lianjia.com/ershoufang/102106249211.html,2室2厅1厨1卫,高楼层 (共32层),85.83㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-12-08,商品房,2020-06-30,普通住宅,暂无数据,非共有,"
                                有抵押 20万元 建行 业主自还
                              ",已上传房本照片,
116,沈阳,https://sy.lianjia.com/ershoufang/102106247912.html,2室1厅1厨1卫,中楼层 (共26层),74.3㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯五户,集中供暖,有,2022-12-07,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 13万元 建行 业主自还
                              ",未上传房本照片,
117,沈阳,https://sy.lianjia.com/ershoufang/102106249026.html,2室2厅1厨1卫,高楼层 (共27层),87.94㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-12-08,商品房,2018-06-06,普通住宅,暂无数据,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,
118,沈阳,https://sy.lianjia.com/ershoufang/102106247273.html,1室2厅1厨1卫,中楼层 (共11层),42.83㎡,平层,暂无数据,板楼,东 北,钢混结构,精装,一梯八户,集中供暖,有,2022-12-07,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,
119,沈阳,https://sy.lianjia.com/ershoufang/102106252467.html,2室1厅1厨1卫,中楼层 (共34层),93.19㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,集中供暖,有,2022-12-09,商品房,2009-02-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
120,沈阳,https://sy.lianjia.com/ershoufang/102106257477.html,2室1厅1厨1卫,高楼层 (共7层),74.74㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,集中供暖,无,2022-12-12,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,
121,沈阳,https://sy.lianjia.com/ershoufang/102106247408.html,2室2厅1厨1卫,低楼层 (共33层),88.9㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-12-07,商品房,2016-11-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
